   100
   150   150
     1    43    36
     2    53    56
     3    45    47
     4    65    58
     5    23    30
     6    97    99
     7    91    95
     8    77    78
     9    73    67
    10    42    48
    11    56    63
    12    53    50
    13    77    76
    14    40    44
    15    38    29
    16    38    41
    17    28    20
    18    28    24
    19    82    81
    20    21    13
    21    23    15
    22    52    58
    23    99   101
    24    22    22
    25    26    29
    26    21    25
    27    26    25
    28    85    77
    29    28    25
    30    35    43
    31    68    61
    32    40    40
    33    48    57
    34    57    61
    35    57    53
    36    66    68
    37    49    56
    38    78    80
    39    89    94
    40    47    47
    41    23    22
    42    36    35
    43    49    54
    44    54    62
    45    68    73
    46    56    57
    47    89    97
    48    24    26
    49    67    76
    50    48    47
    51    66    56
    52    83    90
    53    93    94
    54    32    41
    55    24    21
    56    62    56
    57    82    82
    58    50    47
    59    36    35
    60    57    58
    61    80    89
    62    94    88
    63    37    31
    64    35    27
    65    77    78
    66    22    20
    67    74    81
    68    65    64
    69    91    84
    70    38    30
    71    57    65
    72    85    84
    73    87    95
    74    54    62
    75    84    80
    76    61    57
    77    56    56
    78    87    92
    79    39    34
    80    62    64
    81    95    99
    82    22    27
    83    73    69
    84    28    23
    85    89    95
    86    89    90
    87    45    42
    88    81    80
    89    29    26
    90    67    57
    91    78    80
    92    54    59
    93    93    88
    94    80    77
    95    84    87
    96    45    35
    97    86    89
    98    38    31
    99    81    78
   100    97    97
