   100
   150   150
     1    37    29
     2    77    84
     3    24    29
     4    30    26
     5    32    30
     6    74    70
     7    67    68
     8    30    21
     9    87    96
    10    69    77
    11    74    78
    12    66    69
    13    36    31
    14    82    81
    15    89    87
    16    47    51
    17    55    50
    18    77    72
    19    24    18
    20    73    65
    21    29    21
    22    44    50
    23    55    45
    24    27    18
    25    30    28
    26    82    92
    27    68    59
    28    60    52
    29    74    64
    30    75    67
    31    54    60
    32    30    22
    33    46    40
    34    94    96
    35    31    26
    36    62    59
    37    98    97
    38    76    75
    39    42    44
    40    66    63
    41    87    91
    42    67    74
    43    80    77
    44    62    53
    45    57    51
    46    58    55
    47    81    79
    48    92    94
    49    81    80
    50    66    73
    51    91    82
    52    68    70
    53    94    91
    54    55    56
    55    20    26
    56    88    96
    57    63    56
    58    97    88
    59    46    46
    60    36    42
    61    58    55
    62    49    43
    63    54    53
    64    64    69
    65    97   105
    66    37    31
    67    35    29
    68    29    33
    69    64    54
    70    50    54
    71    86    87
    72    56    64
    73    30    25
    74    28    27
    75    92    98
    76    55    62
    77    94    93
    78    93    99
    79    44    44
    80    45    44
    81    59    66
    82    78    73
    83    40    41
    84    70    79
    85    77    67
    86    81    84
    87    45    37
    88    41    48
    89    86    93
    90    65    61
    91    49    54
    92    55    47
    93    49    51
    94    21    26
    95    69    68
    96    78    86
    97    39    44
    98    48    54
    99    72    68
   100    21    27
