          99
         100         100
           1          50          26
           2          26          49
           3          49          43
           4          39          49
           5          49          30
           6          19          48
           7          33          48
           8          48          36
           9          48          29
          10          44          48
          11          47          43
          12          47          34
          13          44          47
          14          47          40
          15          46          43
          16          46          40
          17          46          21
          18          46          40
          19          46          33
          20          46          26
          21          25          46
          22          45          25
          23          27          45
          24          39          45
          25          30          44
          26          44          39
          27          28          44
          28          44          38
          29          44          39
          30          44          34
          31          43          31
          32          36          43
          33          43          28
          34          34          43
          35          29          42
          36          42          39
          37          26          42
          38          42          42
          39          40          42
          40          41          32
          41          41          32
          42          40          28
          43          40          37
          44          40          31
          45          32          40
          46          40          36
          47          40          34
          48          39          23
          49          33          39
          50          39          22
          51          36          39
          52          36          39
          53          28          38
          54          26          38
          55          10          37
          56          37          27
          57          37          37
          58          37          33
          59          37          34
          60          30          37
          61          36          35
          62          36          27
          63          36          28
          64          34          36
          65          34          36
          66          36           9
          67          32          35
          68          26          35
          69           7          34
          70          34          24
          71          27          33
          72          28          33
          73          31          33
          74          33          30
          75          32          31
          76          32          21
          77          19          32
          78          17          31
          79          31          30
          80          28          30
          81          26          30
          82          12          30
          83          30          30
          84          30          28
          85          28          29
          86          29          24
          87          10          29
          88          26          28
          89          28          11
          90          28          28
          91          27          25
          92          21          26
          93          16          25
          94          22          17
          95          13          22
          96           7          22
          97          17          21
          98          20          17
          99          11          18
