          24
         100         100
           1          49          47
           2          47          34
           3          21          46
           4          46          40
           5          30          44
           6          43          32
           7          43          41
           8          35          43
           9          36          43
          10          29          42
          11          42          39
          12          31          40
          13          40          28
          14          39          26
          15          38          20
          16          36          25
          17          32          36
          18          35          33
          19          33          26
          20          31          31
          21          26          28
          22          18          23
          23          15          20
          24           5          13
