    50
   150   150
     1    43    36
     2    53    56
     3    45    47
     4    65    58
     5    23    30
     6    97    99
     7    91    95
     8    77    78
     9    73    67
    10    42    48
    11    56    63
    12    53    50
    13    77    76
    14    40    44
    15    38    29
    16    38    41
    17    28    20
    18    28    24
    19    82    81
    20    21    13
    21    23    15
    22    52    58
    23    99   101
    24    22    22
    25    26    29
    26    21    25
    27    26    25
    28    85    77
    29    28    25
    30    35    43
    31    68    61
    32    40    40
    33    48    57
    34    57    61
    35    57    53
    36    66    68
    37    49    56
    38    78    80
    39    89    94
    40    47    47
    41    23    22
    42    36    35
    43    49    54
    44    54    62
    45    68    73
    46    56    57
    47    89    97
    48    24    26
    49    67    76
    50    48    47
