   100
   150   150
     1    24    79
     2    30    43
     3    32    53
     4    74    45
     5    67    65
     6    30    23
     7    87    97
     8    69    91
     9    74    77
    10    66    73
    11    36    42
    12    82    56
    13    89    53
    14    47    77
    15    55    40
    16    77    38
    17    24    38
    18    73    28
    19    29    28
    20    44    82
    21    55    21
    22    27    23
    23    30    52
    24    82    99
    25    68    22
    26    60    26
    27    74    21
    28    75    26
    29    54    85
    30    30    28
    31    46    35
    32    94    68
    33    31    40
    34    62    48
    35    98    57
    36    76    57
    37    42    66
    38    66    49
    39    87    78
    40    67    89
    41    80    47
    42    62    23
    43    57    36
    44    58    49
    45    81    54
    46    92    68
    47    81    56
    48    66    89
    49    91    24
    50    68    67
    51    94    48
    52    55    66
    53    20    83
    54    88    93
    55    63    32
    56    97    24
    57    46    62
    58    36    82
    59    58    50
    60    49    36
    61    54    57
    62    64    80
    63    97    94
    64    37    37
    65    35    35
    66    29    77
    67    64    22
    68    50    74
    69    86    65
    70    56    91
    71    30    38
    72    28    57
    73    92    85
    74    55    87
    75    94    54
    76    93    84
    77    44    61
    78    45    56
    79    59    87
    80    78    39
    81    40    62
    82    70    95
    83    77    22
    84    81    73
    85    45    28
    86    41    89
    87    86    89
    88    65    45
    89    49    81
    90    55    29
    91    49    67
    92    21    78
    93    69    54
    94    78    93
    95    39    80
    96    48    84
    97    72    45
    98    21    86
    99    72    38
   100    31    81
