   100
  1000  1000
     1   275   376
     2   287   448
     3   602   391
     4   555   537
     5   279   221
     6   706   775
     7   571   733
     8   606   629
     9   545   595
    10   321   365
    11   668   472
    12   718   449
    13   406   631
    14   465   349
    15   627   339
    16   226   332
    17   597   262
    18   271   263
    19   382   668
    20   464   210
    21   249   223
    22   272   439
    23   666   793
    24   563   217
    25   497   245
    26   603   211
    27   612   247
    28   458   686
    29   275   264
    30   395   311
    31   753   563
    32   282   351
    33   514   411
    34   783   474
    35   623   474
    36   367   545
    37   549   420
    38   700   632
    39   556   715
    40   649   401
    41   512   225
    42   480   319
    43   484   417
    44   659   453
    45   738   559
    46   655   468
    47   541   715
    48   732   233
    49   560   555
    50   758   413
    51   461   543
    52   200   676
    53   710   746
    54   524   287
    55   776   232
    56   397   514
    57   323   667
    58   486   423
    59   419   317
    60   457   481
    61   531   649
    62   776   755
    63   325   330
    64   312   310
    65   268   627
    66   529   215
    67   427   606
    68   695   535
    69   468   734
    70   277   338
    71   257   478
    72   741   689
    73   463   704
    74   754   456
    75   750   678
    76   383   505
    77   386   469
    78   494   703
    79   638   341
    80   353   516
    81   572   762
    82   628   212
    83   655   599
    84   386   257
    85   354   718
    86   692   717
    87   535   386
    88   414   660
    89   464   270
    90   418   551
    91   209   636
    92   571   458
    93   637   750
    94   340   647
    95   413   681
    96   591   385
    97   205   693
    98   590   338
    99   279   654
   100   405   774
