   200
   150   150
     1    88    79
     2    79    71
     3    43    36
     4    53    56
     5    45    47
     6    65    58
     7    23    30
     8    97    99
     9    91    95
    10    77    78
    11    73    67
    12    42    48
    13    56    63
    14    53    50
    15    77    76
    16    40    44
    17    38    29
    18    38    41
    19    28    20
    20    28    24
    21    82    81
    22    21    13
    23    23    15
    24    52    58
    25    99   101
    26    22    22
    27    26    29
    28    21    25
    29    26    25
    30    85    77
    31    28    25
    32    35    43
    33    68    61
    34    40    40
    35    48    57
    36    57    61
    37    57    53
    38    66    68
    39    49    56
    40    78    80
    41    89    94
    42    47    47
    43    23    22
    44    36    35
    45    49    54
    46    54    62
    47    68    73
    48    56    57
    49    89    97
    50    24    26
    51    67    76
    52    48    47
    53    66    56
    54    83    90
    55    93    94
    56    32    41
    57    24    21
    58    62    56
    59    82    82
    60    50    47
    61    36    35
    62    57    58
    63    80    89
    64    94    88
    65    37    31
    66    35    27
    67    77    78
    68    22    20
    69    74    81
    70    65    64
    71    91    84
    72    38    30
    73    57    65
    74    85    84
    75    87    95
    76    54    62
    77    84    80
    78    61    57
    79    56    56
    80    87    92
    81    39    34
    82    62    64
    83    95    99
    84    22    27
    85    73    69
    86    28    23
    87    89    95
    88    89    90
    89    45    42
    90    81    80
    91    29    26
    92    67    57
    93    78    80
    94    54    59
    95    93    88
    96    80    77
    97    84    87
    98    45    35
    99    86    89
   100    38    31
   101    81    78
   102    97    97
   103    77    70
   104    41    36
   105    32    40
   106    41    46
   107    86    90
   108    52    60
   109    90    99
   110    56    60
   111    77    75
   112    63    66
   113    31    26
   114    27    27
   115    40    48
   116    90    88
   117    61    54
   118    23    28
   119    74    65
   120    99    96
   121    90    83
   122    63    59
   123    63    55
   124    81    73
   125    56    48
   126    31    30
   127    78    80
   128    54    53
   129    84    80
   130    79    82
   131    57    55
   132    61    66
   133    85    80
   134    64    71
   135    44    49
   136    95    94
   137    76    84
   138    30    26
   139    30    24
   140    92    92
   141    22    20
   142    50    50
   143    34    37
   144    98    89
   145    74    71
   146    60    57
   147    99    95
   148    23    28
   149    90    92
   150    24    16
   151    57    62
   152    45    44
   153    34    33
   154    95    90
   155    85    92
   156    49    46
   157    58    55
   158    50    55
   159    69    75
   160    26    16
   161    99    94
   162    93    99
   163    78    72
   164    73    70
   165    42    40
   166    55    64
   167    52    61
   168    75    76
   169    37    33
   170    35    27
   171    33    28
   172    23    17
   173    23    30
   174    76    76
   175    95    97
   176    96    89
   177    44    40
   178    90    92
   179    93   103
   180    96    99
   181    91    84
   182    95    93
   183    73    75
   184    96    92
   185    21    18
   186    54    46
   187    25    34
   188    33    41
   189    40    32
   190    40    34
   191    49    59
   192    31    36
   193    59    69
   194    69    72
   195    27    35
   196    82    79
   197    94   101
   198    27    29
   199    31    26
   200    44    46
