    25
  1000  1000
     1   448   602
     2   391   555
     3   537   279
     4   221   706
     5   775   571
     6   733   606
     7   629   545
     8   595   321
     9   365   668
    10   472   718
    11   449   406
    12   631   465
    13   349   627
    14   339   226
    15   332   597
    16   262   271
    17   263   382
    18   668   464
    19   210   249
    20   223   272
    21   439   666
    22   793   563
    23   217   497
    24   245   603
    25   211   612
