   200
  1000  1000
     1   414   671
     2   319   592
     3   563   132
     4    36   843
     5   959   618
     6   889   676
     7   715   575
     8   658   202
     9   275   780
    10   453   864
    11   416   344
    12   718   442
    13   250   712
    14   232    45
    15   221   661
    16   105   118
    17   106   304
    18   780   440
    19    18    83
    20    39   121
    21   399   776
    22   988   605
    23    30   496
    24    76   671
    25    19   686
    26    79   430
    27   811   125
    28   107   326
    29   186   922
    30   605   137
    31   253   524
    32   352   972
    33   457   706
    34   457   280
    35   576   582
    36   367   834
    37   720   594
    38   858   749
    39   336   521
    40    42   467
    41   199   474
    42   363   766
    43   422   898
    44   598   758
    45   448   569
    46   859   887
    47    56   600
    48   591   931
    49   356   435
    50   571     2
    51   793   851
    52   910   541
    53   146   959
    54    54   330
    55   524   206
    56   778   477
    57   372   366
    58   195   428
    59   469   553
    60   749   961
    61   924   210
    62   218   187
    63   185   115
    64   713   549
    65    26   379
    66   678   826
    67   559   447
    68   891   130
    69   230    96
    70   464   902
    71   815   438
    72   840   924
    73   427   917
    74   798   305
    75   509   311
    76   448   490
    77   838   731
    78   236   256
    79   528   621
    80   937   714
    81    21   759
    82   666   311
    83    96   257
    84   864   821
    85   862   558
    86   311   358
    87   766   441
    88   117   364
    89   585    17
    90   726   619
    91   430   728
    92   917   234
    93   745   356
    94   801   651
    95   309     9
    96   822   651
    97   231   133
    98   757   343
    99   957   504
   100   719   172
   101   265   235
   102   151   915
   103   266   769
   104   831   685
   105   403   885
   106   870   925
   107   455   694
   108   713   414
   109   533   640
   110   138   262
   111    82   501
   112   255   913
   113   878   387
   114   509   146
   115    35   744
   116   677    71
   117   993   349
   118   872   134
   119   535   313
   120   537   111
   121   768    82
   122   451   114
   123   140   431
   124   723   587
   125   425   473
   126   799   309
   127   736   652
   128   458   390
   129   518   745
   130   808   275
   131   548   865
   132   295   740
   133   937   456
   134   697   899
   135   131   294
   136   126   195
   137   904   491
   138    25   406
   139   372   493
   140   171   642
   141   975    76
   142   676   349
   143   495   351
   144   986   304
   145    40   763
   146   877   618
   147    55    91
   148   461   736
   149   318   444
   150   182   435
   151   940   267
   152   817   827
   153   367   339
   154   479   357
   155   375   769
   156   610   800
   157    76     5
   158   990   270
   159   912   820
   160   730   211
   161   665   329
   162   273   399
   163   443   974
   164   397   946
   165   691   535
   166   214   298
   167   188   122
   168   169   231
   169    44   179
   170    38   855
   171   703   484
   172   932   618
   173   944   148
   174   297   295
   175   878   616
   176   910   998
   177   949   665
   178   883   172
   179   934   407
   180   659   593
   181   946   287
   182    18   375
   183   428    81
   184    68   959
   185   158   900
   186   255   126
   187   247   190
   188   357   983
   189   140   728
   190   485   979
   191   614   626
   192    84   890
   193   781   327
   194   930   826
   195    86   610
   196   137   234
   197   305   585
   198   146   888
   199   549   698
   200   737   902
