   100
  1000  1000
     1   641   275
     2   376   287
     3   448   602
     4   391   555
     5   537   279
     6   221   706
     7   775   571
     8   733   606
     9   629   545
    10   595   321
    11   365   668
    12   472   718
    13   449   406
    14   631   465
    15   349   627
    16   339   226
    17   332   597
    18   262   271
    19   263   382
    20   668   464
    21   210   249
    22   223   272
    23   439   666
    24   793   563
    25   217   497
    26   245   603
    27   211   612
    28   247   458
    29   686   275
    30   264   395
    31   311   753
    32   563   282
    33   351   514
    34   411   783
    35   474   623
    36   474   367
    37   545   549
    38   420   700
    39   632   556
    40   715   649
    41   401   512
    42   225   480
    43   319   484
    44   417   659
    45   453   738
    46   559   655
    47   468   541
    48   715   732
    49   233   560
    50   555   758
    51   413   461
    52   543   200
    53   676   710
    54   746   524
    55   287   776
    56   232   397
    57   514   323
    58   667   486
    59   423   419
    60   317   457
    61   481   531
    62   649   776
    63   755   325
    64   330   312
    65   310   268
    66   627   529
    67   215   427
    68   606   695
    69   535   468
    70   734   277
    71   338   257
    72   478   741
    73   689   463
    74   704   754
    75   456   750
    76   678   383
    77   505   386
    78   469   494
    79   703   638
    80   341   353
    81   516   572
    82   762   628
    83   212   655
    84   599   386
    85   257   354
    86   718   692
    87   717   535
    88   386   414
    89   660   464
    90   270   418
    91   551   209
    92   636   571
    93   458   637
    94   750   340
    95   647   413
    96   681   591
    97   385   205
    98   693   590
    99   338   279
   100   654   405
