   200
   150   150
     1    27    31
     2    88    79
     3    79    71
     4    43    36
     5    53    56
     6    45    47
     7    65    58
     8    23    30
     9    97    99
    10    91    95
    11    77    78
    12    73    67
    13    42    48
    14    56    63
    15    53    50
    16    77    76
    17    40    44
    18    38    29
    19    38    41
    20    28    20
    21    28    24
    22    82    81
    23    21    13
    24    23    15
    25    52    58
    26    99   101
    27    22    22
    28    26    29
    29    21    25
    30    26    25
    31    85    77
    32    28    25
    33    35    43
    34    68    61
    35    40    40
    36    48    57
    37    57    61
    38    57    53
    39    66    68
    40    49    56
    41    78    80
    42    89    94
    43    47    47
    44    23    22
    45    36    35
    46    49    54
    47    54    62
    48    68    73
    49    56    57
    50    89    97
    51    24    26
    52    67    76
    53    48    47
    54    66    56
    55    83    90
    56    93    94
    57    32    41
    58    24    21
    59    62    56
    60    82    82
    61    50    47
    62    36    35
    63    57    58
    64    80    89
    65    94    88
    66    37    31
    67    35    27
    68    77    78
    69    22    20
    70    74    81
    71    65    64
    72    91    84
    73    38    30
    74    57    65
    75    85    84
    76    87    95
    77    54    62
    78    84    80
    79    61    57
    80    56    56
    81    87    92
    82    39    34
    83    62    64
    84    95    99
    85    22    27
    86    73    69
    87    28    23
    88    89    95
    89    89    90
    90    45    42
    91    81    80
    92    29    26
    93    67    57
    94    78    80
    95    54    59
    96    93    88
    97    80    77
    98    84    87
    99    45    35
   100    86    89
   101    38    31
   102    81    78
   103    97    97
   104    77    70
   105    41    36
   106    32    40
   107    41    46
   108    86    90
   109    52    60
   110    90    99
   111    56    60
   112    77    75
   113    63    66
   114    31    26
   115    27    27
   116    40    48
   117    90    88
   118    61    54
   119    23    28
   120    74    65
   121    99    96
   122    90    83
   123    63    59
   124    63    55
   125    81    73
   126    56    48
   127    31    30
   128    78    80
   129    54    53
   130    84    80
   131    79    82
   132    57    55
   133    61    66
   134    85    80
   135    64    71
   136    44    49
   137    95    94
   138    76    84
   139    30    26
   140    30    24
   141    92    92
   142    22    20
   143    50    50
   144    34    37
   145    98    89
   146    74    71
   147    60    57
   148    99    95
   149    23    28
   150    90    92
   151    24    16
   152    57    62
   153    45    44
   154    34    33
   155    95    90
   156    85    92
   157    49    46
   158    58    55
   159    50    55
   160    69    75
   161    26    16
   162    99    94
   163    93    99
   164    78    72
   165    73    70
   166    42    40
   167    55    64
   168    52    61
   169    75    76
   170    37    33
   171    35    27
   172    33    28
   173    23    17
   174    23    30
   175    76    76
   176    95    97
   177    96    89
   178    44    40
   179    90    92
   180    93   103
   181    96    99
   182    91    84
   183    95    93
   184    73    75
   185    96    92
   186    21    18
   187    54    46
   188    25    34
   189    33    41
   190    40    32
   191    40    34
   192    49    59
   193    31    36
   194    59    69
   195    69    72
   196    27    35
   197    82    79
   198    94   101
   199    27    29
   200    31    26
