    25
  1000  1000
     1   145   414
     2   671   319
     3   592   563
     4   132    36
     5   843   959
     6   618   889
     7   676   715
     8   575   658
     9   202   275
    10   780   453
    11   864   416
    12   344   718
    13   442   250
    14   712   232
    15    45   221
    16   661   105
    17   118   106
    18   304   780
    19   440    18
    20    83    39
    21   121   399
    22   776   988
    23   605    30
    24   496    76
    25   671    19
