          51
         100         100
           1          35          50
           2          49          47
           3          33          48
           4          47          34
           5          39          47
           6          21          46
           7          46          40
           8          28          45
           9          45          28
          10          30          44
          11          44          30
          12          44          22
          13          28          44
          14          19          44
          15          43          32
          16          43          41
          17          35          43
          18          36          43
          19          29          42
          20          42          39
          21          26          42
          22          42          42
          23          41          28
          24          31          40
          25          40          28
          26          40          37
          27          30          40
          28          39          26
          29          38          20
          30          28          38
          31          37           6
          32          37          12
          33          36          25
          34          32          36
          35          36          27
          36          34          36
          37          36          28
          38          35          33
          39          31          34
          40          33          26
          41          28          33
          42          33          31
          43          31          31
          44          30          28
          45          26          28
          46          26          27
          47          25          27
          48          25          26
          49          18          23
          50          15          20
          51           5          13
