   200
  1000  1000
     1   315   355
     2   117   321
     3   137   188
     4   143   224
     5   301   195
     6   278   269
     7   139   110
     8   353   388
     9   285   367
    10   303   314
    11   272   297
    12   160   182
    13   334   236
    14   359   225
    15   203   315
    16   232   175
    17   313   169
    18   113   166
    19   298   131
    20   135   132
    21   191   334
    22   232   105
    23   125   111
    24   136   220
    25   333   396
    26   281   109
    27   249   123
    28   301   105
    29   306   123
    30   229   343
    31   137   132
    32   198   156
    33   377   281
    34   141   176
    35   257   205
    36   392   237
    37   312   237
    38   184   273
    39   274   210
    40   350   316
    41   278   357
    42   325   201
    43   256   112
    44   240   160
    45   242   209
    46   330   226
    47   369   279
    48   327   234
    49   271   358
    50   366   117
    51   280   277
    52   379   207
    53   230   271
    54   100   338
    55   355   373
    56   262   144
    57   388   116
    58   199   257
    59   162   333
    60   243   212
    61   210   158
    62   228   240
    63   266   325
    64   388   377
    65   163   165
    66   156   155
    67   134   314
    68   265   107
    69   213   303
    70   348   268
    71   234   367
    72   139   169
    73   129   239
    74   371   344
    75   231   352
    76   377   228
    77   375   339
    78   191   252
    79   193   234
    80   247   351
    81   319   171
    82   177   258
    83   286   381
    84   314   106
    85   328   300
    86   193   128
    87   177   359
    88   346   359
    89   267   193
    90   207   330
    91   232   135
    92   209   275
    93   105   318
    94   286   229
    95   318   375
    96   170   323
    97   207   340
    98   295   192
    99   103   346
   100   295   169
   101   140   327
   102   203   387
   103   251   316
   104   151   179
   105   170   145
   106   375   180
   107   331   349
   108   306   221
   109   366   361
   110   378   236
   111   308   314
   112   224   260
   113   292   141
   114   178   124
   115   250   176
   116   374   363
   117   216   252
   118   144   110
   119   323   303
   120   121   398
   121   205   362
   122   140   260
   123   194   261
   124   133   330
   125   124   235
   126   134   142
   127   229   317
   128   276   227
   129   242   340
   130   193   321
   131   295   237
   132   217   255
   133   324   342
   134   182   264
   135   359   188
   136   322   381
   137   237   309
   138   370   139
   139   188   138
   140   158   371
   141   247   107
   142   222   211
   143   248   151
   144   292   393
   145   122   303
   146   204   248
   147   205   396
   148   191   112
   149   329   363
   150   285   116
   151   127   238
   152   321   195
   153   233   154
   154   230   382
   155   180   345
   156   348   210
   157   201   243
   158   207   212
   159   331   283
   160   340   122
   161   101   397
   162   181   374
   163   346   319
   164   163   299
   165   199   182
   166   219   233
   167   392   219
   168   384   307
   169   260   164
   170   189   156
   171   136   150
   172   169   113
   173   153   111
   174   357   311
   175   245   379
   176   285   383
   177   144   189
   178   188   363
   179   285   373
   180   399   385
   181   299   365
   182   151   380
   183   222   298
   184   278   384
   185   186   105
   186   212   228
   187   124   120
   188   388   147
   189   370   176
   190   137   174
   191   157   207
   192   395   142
   193   318   245
   194   394   284
   195   288   125
   196   367   334
   197   198   379
   198   348   126
   199   283   141
   200   170   191
