         201
         100         100
           1          35          50
           2          50          47
           3          49          47
           4          49          43
           5          39          49
           6          49          30
           7          49          43
           8          33          48
           9          48          36
          10          45          48
          11          48          30
          12          48          36
          13          48          48
          14          38          48
          15          36          48
          16          48          44
          17          48          42
          18          48          35
          19          47          34
          20          39          47
          21          44          47
          22          47          40
          23          39          47
          24          27          47
          25          47          33
          26          42          47
          27          35          47
          28          47          38
          29          27          46
          30          21          46
          31          46          40
          32          46          40
          33          43          46
          34          36          46
          35          25          46
          36          46          36
          37          45          46
          38          46          31
          39          46          39
          40          33          46
          41          32          46
          42          28          45
          43          45          28
          44          36          45
          45          44          45
          46          45          14
          47          36          45
          48          38          45
          49          30          44
          50          44          30
          51          44          22
          52          28          44
          53          19          44
          54          44          38
          55          44          39
          56          38          44
          57          37          44
          58          43          44
          59          44          28
          60          31          44
          61          29          44
          62          44          36
          63          44          21
          64          35          44
          65          11          43
          66          43          11
          67          43          32
          68          43          41
          69          35          43
          70          36          43
          71          30          43
          72          37          43
          73          40          43
          74          40          43
          75          36          43
          76          28          43
          77          43          36
          78          29          42
          79          42          39
          80          26          42
          81          42          42
          82          26          42
          83          26          42
          84          26          42
          85          41          28
          86          41          36
          87          31          41
          88          41          25
          89          41          28
          90          35          41
          91          41          31
          92          33          41
          93          31          40
          94          40          28
          95          40          37
          96          30          40
          97          32          40
          98          36          40
          99          26          40
         100           3          40
         101          40          29
         102          40          22
         103          39          40
         104          40          37
         105          39          26
         106          39          34
         107          34          39
         108          36          39
         109          39          34
         110          38          20
         111          28          38
         112          38          36
         113          34          38
         114          38          28
         115          32          38
         116          38          38
         117          37           6
         118          37          12
         119          37          37
         120          37          34
         121          31          37
         122          28          37
         123          36          25
         124          32          36
         125          36          27
         126          34          36
         127          36          28
         128          36          36
         129          23          36
         130          29          36
         131          34          36
         132          22          36
         133          28          36
         134          35          33
         135          35          24
         136          31          34
         137          30          34
         138          34          30
         139          34          25
         140          31          34
         141          27          34
         142          34          29
         143          33          26
         144          28          33
         145          33          31
         146          33          26
         147          33          29
         148          33          30
         149          33          33
         150          33          31
         151          28          33
         152          32          25
         153          26          32
         154          32          29
         155          31          31
         156          29          31
         157          31          11
         158          31          14
         159          29          31
         160          27          31
         161          27          31
         162          30          28
         163          30           6
         164          30          28
         165          29          26
         166          29          26
         167          29          26
         168          26          29
         169          26          28
         170          28          27
         171           7          28
         172          28          28
         173          28          27
         174          26          27
         175          25          27
         176          27          20
         177          27          17
         178           5          27
         179          27          11
         180          25          26
         181          17          26
         182          18          25
         183          25          21
         184          24           9
         185          24          18
         186          24          23
         187          18          23
         188          23           6
         189          23          19
         190          15          21
         191          15          20
         192          20          13
         193          20          15
         194          20          10
         195          17          19
         196           7          18
         197          15          17
         198          16           7
         199          16          15
         200          11          14
         201           5          13
