    25
  1000  1000
     1   217    84
     2   716   851
     3    57   736
     4   126   294
     5   145   414
     6   671   319
     7   592   563
     8   132    36
     9   843   959
    10   618   889
    11   676   715
    12   575   658
    13   202   275
    14   780   453
    15   864   416
    16   344   718
    17   442   250
    18   712   232
    19    45   221
    20   661   105
    21   118   106
    22   304   780
    23   440    18
    24    83    39
    25   121   399
