    50
   862   982
     1   355   117
     2   321   137
     3   188   143
     4   224   301
     5   195   278
     6   269   139
     7   110   353
     8   388   285
     9   367   303
    10   314   272
    11   297   160
    12   182   334
    13   236   359
    14   225   203
    15   315   232
    16   175   313
    17   169   113
    18   166   298
    19   131   135
    20   132   191
    21   334   232
    22   105   125
    23   111   136
    24   220   333
    25   396   281
    26   109   249
    27   123   301
    28   105   306
    29   123   229
    30   343   137
    31   132   198
    32   156   377
    33   281   141
    34   176   257
    35   205   392
    36   237   312
    37   237   184
    38   273   274
    39   210   350
    40   316   278
    41   357   325
    42   201   256
    43   112   240
    44   160   242
    45   209   330
    46   226   369
    47   279   327
    48   234   271
    49   358   366
    50   117   280
