   200
  1000  1000
     1    57   736
     2   126   294
     3   145   414
     4   671   319
     5   592   563
     6   132    36
     7   843   959
     8   618   889
     9   676   715
    10   575   658
    11   202   275
    12   780   453
    13   864   416
    14   344   718
    15   442   250
    16   712   232
    17    45   221
    18   661   105
    19   118   106
    20   304   780
    21   440    18
    22    83    39
    23   121   399
    24   776   988
    25   605    30
    26   496    76
    27   671    19
    28   686    79
    29   430   811
    30   125   107
    31   326   186
    32   922   605
    33   137   253
    34   524   352
    35   972   457
    36   706   457
    37   280   576
    38   582   367
    39   834   720
    40   594   858
    41   749   336
    42   521    42
    43   467   199
    44   474   363
    45   766   422
    46   898   598
    47   758   448
    48   569   859
    49   887    56
    50   600   591
    51   931   356
    52   435   571
    53     2   793
    54   851   910
    55   541   146
    56   959    54
    57   330   524
    58   206   778
    59   477   372
    60   366   195
    61   428   469
    62   553   749
    63   961   924
    64   210   218
    65   187   185
    66   115   713
    67   549    26
    68   379   678
    69   826   559
    70   447   891
    71   130   230
    72    96   464
    73   902   815
    74   438   840
    75   924   427
    76   917   798
    77   305   509
    78   311   448
    79   490   838
    80   731   236
    81   256   528
    82   621   937
    83   714    21
    84   759   666
    85   311    96
    86   257   864
    87   821   862
    88   558   311
    89   358   766
    90   441   117
    91   364   585
    92    17   726
    93   619   430
    94   728   917
    95   234   745
    96   356   801
    97   651   309
    98     9   822
    99   651   231
   100   133   757
   101   343   957
   102   504   719
   103   172   265
   104   235   151
   105   915   266
   106   769   831
   107   685   403
   108   885   870
   109   925   455
   110   694   713
   111   414   533
   112   640   138
   113   262    82
   114   501   255
   115   913   878
   116   387   509
   117   146    35
   118   744   677
   119    71   993
   120   349   872
   121   134   535
   122   313   537
   123   111   768
   124    82   451
   125   114   140
   126   431   723
   127   587   425
   128   473   799
   129   309   736
   130   652   458
   131   390   518
   132   745   808
   133   275   548
   134   865   295
   135   740   937
   136   456   697
   137   899   131
   138   294   126
   139   195   904
   140   491    25
   141   406   372
   142   493   171
   143   642   975
   144    76   676
   145   349   495
   146   351   986
   147   304    40
   148   763   877
   149   618    55
   150    91   461
   151   736   318
   152   444   182
   153   435   940
   154   267   817
   155   827   367
   156   339   479
   157   357   375
   158   769   610
   159   800    76
   160     5   990
   161   270   912
   162   820   730
   163   211   665
   164   329   273
   165   399   443
   166   974   397
   167   946   691
   168   535   214
   169   298   188
   170   122   169
   171   231    44
   172   179    38
   173   855   703
   174   484   932
   175   618   944
   176   148   297
   177   295   878
   178   616   910
   179   998   949
   180   665   883
   181   172   934
   182   407   659
   183   593   946
   184   287    18
   185   375   428
   186    81    68
   187   959   158
   188   900   255
   189   126   247
   190   190   357
   191   983   140
   192   728   485
   193   979   614
   194   626    84
   195   890   781
   196   327   930
   197   826    86
   198   610   137
   199   234   305
   200   585   146
