   100
  1000  1000
     1   851    57
     2   736   126
     3   294   145
     4   414   671
     5   319   592
     6   563   132
     7    36   843
     8   959   618
     9   889   676
    10   715   575
    11   658   202
    12   275   780
    13   453   864
    14   416   344
    15   718   442
    16   250   712
    17   232    45
    18   221   661
    19   105   118
    20   106   304
    21   780   440
    22    18    83
    23    39   121
    24   399   776
    25   988   605
    26    30   496
    27    76   671
    28    19   686
    29    79   430
    30   811   125
    31   107   326
    32   186   922
    33   605   137
    34   253   524
    35   352   972
    36   457   706
    37   457   280
    38   576   582
    39   367   834
    40   720   594
    41   858   749
    42   336   521
    43    42   467
    44   199   474
    45   363   766
    46   422   898
    47   598   758
    48   448   569
    49   859   887
    50    56   600
    51   591   931
    52   356   435
    53   571     2
    54   793   851
    55   910   541
    56   146   959
    57    54   330
    58   524   206
    59   778   477
    60   372   366
    61   195   428
    62   469   553
    63   749   961
    64   924   210
    65   218   187
    66   185   115
    67   713   549
    68    26   379
    69   678   826
    70   559   447
    71   891   130
    72   230    96
    73   464   902
    74   815   438
    75   840   924
    76   427   917
    77   798   305
    78   509   311
    79   448   490
    80   838   731
    81   236   256
    82   528   621
    83   937   714
    84    21   759
    85   666   311
    86    96   257
    87   864   821
    88   862   558
    89   311   358
    90   766   441
    91   117   364
    92   585    17
    93   726   619
    94   430   728
    95   917   234
    96   745   356
    97   801   651
    98   309     9
    99   822   651
   100   231   133
