    25
  1000  1000
     1    72   112
     2   151    98
     3   139   134
     4    70    55
     5   176   194
     6   143   183
     7   151   157
     8   136   149
     9    80    91
    10   167   118
    11   180   112
    12   102   158
    13   116    87
    14   157    85
    15    57    83
    16   149    66
    17    68    66
    18    95   167
    19   116    53
    20    62    56
    21    68   110
    22   166   198
    23   141    54
    24   124    61
    25   151    53
