          51
         100         100
           1          35          50
           2          49          47
           3          48          46
           4          48          28
           5          44          47
           6          27          46
           7          28          46
           8          28          45
           9          45          28
          10          28          44
          11          44          40
          12          43          26
          13          43          32
          14          43          41
          15          35          43
          16          43          26
          17          26          43
          18          42          40
          19          40          42
          20          42          28
          21          37          42
          22          42          36
          23          30          40
          24          29          39
          25          39          26
          26          39          30
          27          39          19
          28          27          39
          29          37          31
          30          33          37
          31          32          36
          32          34          36
          33          33          36
          34          35          33
          35          33          28
          36          28          33
          37          22          32
          38          31          21
          39          31          31
          40          30          28
          41          30          28
          42          28          29
          43          18          29
          44          27          28
          45          23          27
          46          26          27
          47          25          27
          48          25          26
          49          24          17
          50          21          10
          51          11          11
