          51
         100         100
           1          35          50
           2          49          47
           3          49          43
           4          33          48
           5          47          34
           6          39          47
           7          21          46
           8          46          40
           9          28          45
          10          45          28
          11          30          44
          12          44          30
          13          44          22
          14          28          44
          15          19          44
          16          43          41
          17          35          43
          18          36          43
          19          29          42
          20          42          39
          21          26          42
          22          42          42
          23          41          28
          24          40          28
          25          40          37
          26          30          40
          27          39          26
          28          38          20
          29          28          38
          30          37           6
          31          37          12
          32          36          25
          33          32          36
          34          36          27
          35          34          36
          36          36          28
          37          36          36
          38          35          33
          39          31          34
          40          33          26
          41          28          33
          42          33          31
          43          31          31
          44          30          28
          45          26          27
          46          25          27
          47          25          26
          48          18          23
          49          15          21
          50          15          20
          51           5          13
