   100
  1000  1000
     1    69    94
     2    72   112
     3   151    98
     4   139   134
     5    70    55
     6   176   194
     7   143   183
     8   151   157
     9   136   149
    10    80    91
    11   167   118
    12   180   112
    13   102   158
    14   116    87
    15   157    85
    16    57    83
    17   149    66
    18    68    66
    19    95   167
    20   116    53
    21    62    56
    22    68   110
    23   166   198
    24   141    54
    25   124    61
    26   151    53
    27   153    62
    28   114   172
    29    69    66
    30    99    78
    31   188   141
    32    70    88
    33   128   103
    34   196   118
    35   156   119
    36    92   136
    37   137   105
    38   175   158
    39   139   179
    40   162   100
    41   128    56
    42   120    80
    43   121   104
    44   165   113
    45   185   140
    46   164   117
    47   135   179
    48   183    58
    49   140   139
    50   190   103
    51   115   136
    52    50   169
    53   178   187
    54   131    72
    55   194    58
    56    99   128
    57    81   167
    58   121   106
    59   105    79
    60   114   120
    61   133   162
    62   194   189
    63    81    83
    64    78    78
    65    67   157
    66   132    54
    67   107   152
    68   174   134
    69   117   184
    70    69    84
    71    64   120
    72   185   172
    73   116   176
    74   189   114
    75   187   170
    76    96   126
    77    97   117
    78   123   176
    79   160    85
    80    88   129
    81   143   191
    82   157    53
    83   164   150
    84    96    64
    85    88   180
    86   173   179
    87   134    97
    88   104   165
    89   116    67
    90   105   138
    91    52   159
    92   143   114
    93   159   188
    94    85   162
    95   103   170
    96   148    96
    97    51   173
    98   148    85
    99    70   164
   100   101   194
