   200
   150   150
     1    30    26
     2    32    30
     3    74    70
     4    67    68
     5    30    21
     6    87    96
     7    69    77
     8    74    78
     9    66    69
    10    36    31
    11    82    81
    12    89    87
    13    47    51
    14    55    50
    15    77    72
    16    24    18
    17    73    65
    18    29    21
    19    44    50
    20    55    45
    21    27    18
    22    30    28
    23    82    92
    24    68    59
    25    60    52
    26    74    64
    27    75    67
    28    54    60
    29    30    22
    30    46    40
    31    94    96
    32    31    26
    33    62    59
    34    98    97
    35    76    75
    36    42    44
    37    66    63
    38    87    91
    39    67    74
    40    80    77
    41    62    53
    42    57    51
    43    58    55
    44    81    79
    45    92    94
    46    81    80
    47    66    73
    48    91    82
    49    68    70
    50    94    91
    51    55    56
    52    20    26
    53    88    96
    54    63    56
    55    97    88
    56    46    46
    57    36    42
    58    58    55
    59    49    43
    60    54    53
    61    64    69
    62    97   105
    63    37    31
    64    35    29
    65    29    33
    66    64    54
    67    50    54
    68    86    87
    69    56    64
    70    30    25
    71    28    27
    72    92    98
    73    55    62
    74    94    93
    75    93    99
    76    44    44
    77    45    44
    78    59    66
    79    78    73
    80    40    41
    81    70    79
    82    77    67
    83    81    84
    84    45    37
    85    41    48
    86    86    93
    87    65    61
    88    49    54
    89    55    47
    90    49    51
    91    21    26
    92    69    68
    93    78    86
    94    39    44
    95    48    54
    96    72    68
    97    21    27
    98    72    67
    99    31    36
   100    47    56
   101    60    64
   102    34    29
   103    39    32
   104    93    88
   105    82    89
   106    75    73
   107    91    98
   108    94    93
   109    76    80
   110    53    54
   111    71    64
   112    41    33
   113    60    55
   114    93   101
   115    51    51
   116    32    23
   117    79    83
   118    26    36
   119    48    55
   120    31    32
   121    45    46
   122    29    34
   123    26    25
   124    29    22
   125    54    58
   126    67    65
   127    58    64
   128    45    50
   129    72    71
   130    51    51
   131    80    86
   132    42    43
   133    89    85
   134    79    88
   135    56    60
   136    92    85
   137    43    36
   138    36    44
   139    59    49
   140    52    49
   141    59    52
   142    71    81
   143    26    30
   144    48    48
   145    48    58
   146    44    35
   147    81    89
   148    69    60
   149    27    26
   150    79    75
   151    55    49
   152    55    64
   153    41    47
   154    86    83
   155    47    47
   156    48    45
   157    82    84
   158    84    75
   159    20    30
   160    42    50
   161    86    91
   162    37    40
   163    46    41
   164    52    51
   165    98    96
   166    96   100
   167    63    57
   168    44    38
   169    30    23
   170    38    29
   171    34    25
   172    88    92
   173    59    68
   174    69    78
   175    32    28
   176    44    52
   177    69    77
   178   100   109
   179    73    81
   180    34    43
   181    53    56
   182    67    76
   183    43    33
   184    50    49
   185    26    17
   186    97    90
   187    92    87
   188    30    25
   189    35    32
   190    99    92
   191    78    78
   192    98   100
   193    70    62
   194    91    97
   195    46    55
   196    86    78
   197    69    62
   198    39    35
   199    67    60
   200    91    92
