   200
   150   150
     1    30    82
     2    32    82
     3    74    39
     4    67    48
     5    30    80
     6    87    32
     7    69    49
     8    74    43
     9    66    50
    10    36    76
    11    82    32
    12    89    25
    13    47    70
    14    55    57
    15    77    35
    16    24    88
    17    73    38
    18    29    82
    19    44    73
    20    55    55
    21    27    83
    22    30    83
    23    82    37
    24    68    42
    25    60    50
    26    74    36
    27    75    35
    28    54    64
    29    30    81
    30    46    65
    31    94    22
    32    31    81
    33    62    51
    34    98    16
    35    76    38
    36    42    73
    37    66    47
    38    87    30
    39    67    51
    40    80    33
    41    62    48
    42    57    54
    43    58    55
    44    81    33
    45    92    23
    46    81    33
    47    66    52
    48    91    19
    49    68    47
    50    94    19
    51    55    60
    52    20    97
    53    88    31
    54    63    48
    55    97    13
    56    46    69
    57    36    81
    58    58    55
    59    49    62
    60    54    60
    61    64    53
    62    97    22
    63    37    75
    64    35    76
    65    29    88
    66    64    46
    67    50    66
    68    86    29
    69    56    62
    70    30    82
    71    28    86
    72    92    26
    73    55    63
    74    94    20
    75    93    24
    76    44    71
    77    45    69
    78    59    59
    79    78    34
    80    40    75
    81    70    49
    82    77    33
    83    81    35
    84    45    65
    85    41    77
    86    86    32
    87    65    48
    88    49    68
    89    55    56
    90    49    66
    91    21    96
    92    69    45
    93    78    41
    94    39    78
    95    48    70
    96    72    41
    97    21    97
    98    72    40
    99    31    86
   100    47    72
   101    60    57
   102    34    78
   103    39    72
   104    93    19
   105    82    36
   106    75    39
   107    91    27
   108    94    20
   109    76    41
   110    53    62
   111    71    40
   112    41    69
   113    60    52
   114    93    25
   115    51    64
   116    32    78
   117    79    37
   118    26    93
   119    48    70
   120    31    84
   121    45    70
   122    29    88
   123    26    88
   124    29    82
   125    54    63
   126    67    47
   127    58    59
   128    45    72
   129    72    42
   130    51    64
   131    80    38
   132    42    73
   133    89    23
   134    79    40
   135    56    60
   136    92    19
   137    43    68
   138    36    83
   139    59    51
   140    52    61
   141    59    52
   142    71    48
   143    26    90
   144    48    66
   145    48    71
   146    44    66
   147    81    37
   148    69    41
   149    27    87
   150    79    34
   151    55    56
   152    55    64
   153    41    77
   154    86    27
   155    47    67
   156    48    65
   157    82    34
   158    84    26
   159    20    99
   160    42    77
   161    86    31
   162    37    79
   163    46    66
   164    52    62
   165    98    15
   166    96    20
   167    63    49
   168    44    67
   169    30    81
   170    38    72
   171    34    76
   172    88    29
   173    59    60
   174    69    50
   175    32    80
   176    44    74
   177    69    50
   178   100    19
   179    73    45
   180    34    85
   181    53    63
   182    67    52
   183    43    67
   184    50    64
   185    26    84
   186    97    14
   187    92    20
   188    30    82
   189    35    78
   190    99    12
   191    78    36
   192    98    18
   193    70    40
   194    91    26
   195    46    73
   196    86    24
   197    69    42
   198    39    74
   199    67    44
   200    91    24
