         201
         100         100
           1          35          50
           2          50          47
           3          49          47
           4          38          49
           5          49          33
           6          39          49
           7          49          43
           8          48          46
           9          48          28
          10          40          48
          11          45          48
          12          48          30
          13          27          48
          14          36          48
          15          48          33
          16          38          48
          17          36          48
          18          31          48
          19          47          48
          20          38          48
          21          44          47
          22          47          44
          23          39          47
          24          39          47
          25          27          47
          26          47          33
          27          35          47
          28          47          38
          29          47          44
          30          28          46
          31          40          46
          32          43          46
          33          36          46
          34          46          39
          35          34          46
          36          45          46
          37          46          31
          38          31          46
          39          33          46
          40          32          46
          41          28          45
          42          45          28
          43          36          45
          44          44          45
          45          36          45
          46          38          45
          47          28          44
          48          44          40
          49          40          44
          50          37          44
          51          38          44
          52          37          44
          53          44          33
          54          44          28
          55          31          44
          56          44          42
          57          44          27
          58          44          36
          59          44          32
          60          43          41
          61          35          43
          62          43          26
          63          26          43
          64          43          32
          65          30          43
          66          43          31
          67          41          43
          68          40          43
          69          43          31
          70          36          43
          71          28          43
          72          43          36
          73          42          40
          74          40          42
          75          42          28
          76          37          42
          77          42          36
          78          42          18
          79          26          42
          80          42          15
          81          26          42
          82          42           7
          83          42          13
          84          42          35
          85          26          42
          86          22          41
          87          34          41
          88          25          41
          89          41          22
          90          41          32
          91          41          35
          92          30          40
          93          36          40
          94          26          40
          95          22          40
          96          40          12
          97          25          40
          98          21          40
          99          36          40
         100          29          39
         101          39          26
         102          39          30
         103          39          19
         104          27          39
         105          39          34
         106          34          39
         107          28          39
         108          39          34
         109          39          32
         110          38          37
         111          38          36
         112          11          38
         113          20          38
         114          38          29
         115          38          28
         116          38          38
         117          37          31
         118          33          37
         119          29          37
         120          30          37
         121          31          37
         122          33          37
         123          37          23
         124          37          33
         125          32          36
         126          34          36
         127          33          36
         128          36          36
         129          36          25
         130          30          36
         131          34          36
         132          36          28
         133          36          34
         134          29          36
         135          36          17
         136          35          33
         137          35          17
         138          35          21
         139          35          29
         140          31          34
         141          30          34
         142          34          12
         143          34          30
         144          32          34
         145          28          34
         146          34          28
         147          29          34
         148          33          28
         149          28          33
         150          33          26
         151          33          22
         152          14          33
         153          18          33
         154          33          28
         155          24          32
         156          22          32
         157          21          32
         158          32          19
         159          32          29
         160          31          21
         161          31          31
         162          31          17
         163          27          31
         164          30          31
         165          30          28
         166          30          30
         167          30          25
         168          28          29
         169          18          29
         170          29          26
         171          29          27
         172          16          29
         173          27          28
         174          13          28
         175          27          28
         176          23          27
         177          26          27
         178          25          27
         179          27          22
         180          25          26
         181          25           7
         182          25          25
         183          16          25
         184          24          17
         185          24           7
         186          24          12
         187          14          24
         188          18          23
         189          16          22
         190          22          14
         191          22          22
         192          21          10
         193          21          20
         194          21           9
         195          21          21
         196          19           6
         197          18           5
         198          17          10
         199          17          16
         200           9          13
         201          11          11
