         201
         100         100
           1          50          26
           2          42          50
           3          26          49
           4          38          49
           5          49          33
           6          39          49
           7          44          49
           8          48          28
           9          40          48
          10          48          29
          11          44          48
          12          27          48
          13          36          48
          14          48          33
          15          48          26
          16          48          44
          17          31          48
          18          47          48
          19          38          48
          20          32          48
          21          47          43
          22          44          47
          23          47          37
          24          47          44
          25          39          47
          26          47          31
          27          47          47
          28          47          36
          29          31          47
          30          47          38
          31          47          44
          32          28          46
          33          46           5
          34          40          46
          35          46          33
          36          46          26
          37          46          39
          38          34          46
          39          46          36
          40          36          46
          41          31          46
          42          46          31
          43          46          35
          44          45          25
          45          27          45
          46          39          45
          47          37          45
          48          45          38
          49          45          33
          50          27          45
          51          45          43
          52          45          39
          53          26          44
          54          30          44
          55          44          40
          56          44          37
          57          40          44
          58          37          44
          59          44          34
          60          44          33
          61          33          44
          62          44          42
          63          44          27
          64          38          44
          65          37          44
          66          44          32
          67          43          31
          68          43          26
          69          43          32
          70          34          43
          71          43          26
          72          43          31
          73          41          43
          74          43          36
          75          43          31
          76          43          32
          77          43          38
          78          43          36
          79          42          40
          80          40          42
          81          42          28
          82          37          42
          83          42          36
          84          42          39
          85          42          27
          86          42          35
          87          41          32
          88          12          41
          89          17          41
          90          34          41
          91          25          41
          92          41          32
          93          31          41
          94          41          35
          95          40          36
          96          40          31
          97          40          36
          98          40          34
          99          40          40
         100          14          40
         101          28          40
         102          25          40
         103          40          20
         104          36          40
         105          33          39
         106          39          30
         107          22          39
         108          36          39
         109          28          39
         110          39          34
         111          19          39
         112          20          38
         113          38          37
         114          26          38
         115          31          38
         116          38          29
         117          38          26
         118          36          38
         119          30          37
         120          30          37
         121          33          37
         122          37          33
         123          36          35
         124          34          36
         125          33          36
         126          36          33
         127          34          36
         128          36          33
         129          34          36
         130          36          25
         131          34          36
         132          36          27
         133          36          28
         134          36           7
         135          36          34
         136          36          26
         137          36          28
         138          32          35
         139          26          35
         140          29          35
         141          35          29
         142           6          34
         143          28          34
         144          34          28
         145          19          34
         146          23          33
         147          28          33
         148          33          28
         149           6          32
         150          32          24
         151          29          32
         152          31          30
         153          31          19
         154          31          17
         155          26          31
         156          11          31
         157          31           5
         158          28          30
         159          26          30
         160          25          30
         161          30          30
         162          30          30
         163           8          29
         164          21          29
         165          29          20
         166          25          29
         167          26          29
         168           7          29
         169          29          28
         170          29          28
         171          11          29
         172          28          28
         173          27          28
         174          28          15
         175          28          22
         176          28          17
         177          28          27
         178          27          28
         179          27          25
         180          15          27
         181          15          27
         182          23          27
         183          26          11
         184          21          26
         185          25          21
         186           9          25
         187          24          15
         188          21          24
         189          18          24
         190          14          23
         191          10          23
         192          14          23
         193          22           7
         194          21           8
         195          20          18
         196          13          20
         197          20          18
         198          18          16
         199          17           3
         200           6          16
         201          13          15
