          99
         100         100
           1          50          26
           2          26          49
           3          49          43
           4          39          49
           5          49          30
           6          19          48
           7          33          48
           8          48          36
           9          48          29
          10          44          48
          11          47          43
          12          47          34
          13          44          47
          14          47          40
          15          46          40
          16          46          21
          17          46          40
          18          46          33
          19          46          26
          20          25          46
          21          45          25
          22          27          45
          23          39          45
          24          30          44
          25          44          39
          26          28          44
          27          44          38
          28          44          39
          29          44          34
          30          43          31
          31          36          43
          32          43          28
          33          34          43
          34          43          26
          35          29          42
          36          42          39
          37          26          42
          38          42          42
          39          40          42
          40          41          32
          41          41          32
          42          40          28
          43          40          37
          44          40          31
          45          32          40
          46          40          36
          47          40          34
          48          18          40
          49          39          23
          50          33          39
          51          39          22
          52          36          39
          53          36          39
          54          39          34
          55          28          38
          56          26          38
          57          10          37
          58          37          27
          59          37          37
          60          37          33
          61          37          34
          62          30          37
          63          36          35
          64          36          27
          65          36          28
          66          34          36
          67          34          36
          68          36           9
          69          32          35
          70          26          35
          71           7          34
          72          34          24
          73          27          33
          74          28          33
          75          31          33
          76          33          30
          77          32          31
          78          32          21
          79          19          32
          80          17          31
          81          31          30
          82          28          30
          83          26          30
          84          12          30
          85          30          30
          86          30          28
          87          29          24
          88          10          29
          89          28          11
          90          28          28
          91          27          25
          92          21          26
          93          16          25
          94          22          17
          95          13          22
          96           7          22
          97          17          21
          98          20          17
          99          11          18
