          24
         100         100
           1          26          49
           2          47          43
           3          47          34
           4          46          40
           5          30          44
           6          43          31
           7          36          43
           8          43          28
           9          29          42
          10          42          39
          11          26          42
          12          41          32
          13          40          28
          14          39          23
          15          33          39
          16          36          35
          17          32          35
          18          27          33
          19          17          31
          20          31          30
          21          29          24
          22          28          11
          23          21          26
          24          11          18
