    25
   150   150
     1    53    56
     2    45    47
     3    65    58
     4    23    30
     5    97    99
     6    91    95
     7    77    78
     8    73    67
     9    42    48
    10    56    63
    11    53    50
    12    77    76
    13    40    44
    14    38    29
    15    38    41
    16    28    20
    17    28    24
    18    82    81
    19    21    13
    20    23    15
    21    52    58
    22    99   101
    23    22    22
    24    26    29
    25    21    25
