   200
  1000  1000
     1   376   287
     2   448   602
     3   391   555
     4   537   279
     5   221   706
     6   775   571
     7   733   606
     8   629   545
     9   595   321
    10   365   668
    11   472   718
    12   449   406
    13   631   465
    14   349   627
    15   339   226
    16   332   597
    17   262   271
    18   263   382
    19   668   464
    20   210   249
    21   223   272
    22   439   666
    23   793   563
    24   217   497
    25   245   603
    26   211   612
    27   247   458
    28   686   275
    29   264   395
    30   311   753
    31   563   282
    32   351   514
    33   411   783
    34   474   623
    35   474   367
    36   545   549
    37   420   700
    38   632   556
    39   715   649
    40   401   512
    41   225   480
    42   319   484
    43   417   659
    44   453   738
    45   559   655
    46   468   541
    47   715   732
    48   233   560
    49   555   758
    50   413   461
    51   543   200
    52   676   710
    53   746   524
    54   287   776
    55   232   397
    56   514   323
    57   667   486
    58   423   419
    59   317   457
    60   481   531
    61   649   776
    62   755   325
    63   330   312
    64   310   268
    65   627   529
    66   215   427
    67   606   695
    68   535   468
    69   734   277
    70   338   257
    71   478   741
    72   689   463
    73   704   754
    74   456   750
    75   678   383
    76   505   386
    77   469   494
    78   703   638
    79   341   353
    80   516   572
    81   762   628
    82   212   655
    83   599   386
    84   257   354
    85   718   692
    86   717   535
    87   386   414
    88   660   464
    89   270   418
    90   551   209
    91   636   571
    92   458   637
    93   750   340
    94   647   413
    95   681   591
    96   385   205
    97   693   590
    98   338   279
    99   654   405
   100   774   502
   101   631   303
   102   359   341
   103   290   749
   104   359   661
   105   698   611
   106   441   731
   107   722   755
   108   473   616
   109   628   448
   110   520   584
   111   282   357
   112   249   500
   113   352   747
   114   727   432
   115   505   287
   116   220   646
   117   606   242
   118   796   409
   119   723   280
   120   521   388
   121   522   266
   122   661   248
   123   470   268
   124   283   458
   125   634   552
   126   455   483
   127   680   385
   128   642   591
   129   474   434
   130   511   647
   131   684   364
   132   529   719
   133   377   644
   134   762   473
   135   618   739
   136   278   376
   137   275   317
   138   743   495
   139   214   443
   140   423   495
   141   302   585
   142   785   245
   143   606   409
   144   497   410
   145   791   382
   146   223   658
   147   726   571
   148   233   254
   149   476   641
   150   391   466
   151   309   461
   152   764   360
   153   690   696
   154   420   403
   155   487   414
   156   425   661
   157   566   680
   158   245   202
   159   794   362
   160   747   692
   161   638   326
   162   599   397
   163   363   439
   164   465   785
   165   438   767
   166   615   521
   167   328   378
   168   312   273
   169   301   338
   170   226   307
   171   222   713
   172   622   490
   173   759   571
   174   766   288
   175   378   377
   176   727   569
   177   746   799
   178   769   599
   179   730   303
   180   760   444
   181   595   556
   182   767   371
   183   210   424
   184   456   248
   185   240   775
   186   294   740
   187   353   275
   188   348   314
   189   414   790
   190   284   637
   191   491   787
   192   568   575
   193   250   734
   194   669   396
   195   758   696
   196   251   566
   197   281   340
   198   382   551
   199   287   733
   200   529   618
