    25
   150   150
     1    79    30
     2    43    32
     3    53    74
     4    45    67
     5    65    30
     6    23    87
     7    97    69
     8    91    74
     9    77    66
    10    73    36
    11    42    82
    12    56    89
    13    53    47
    14    77    55
    15    40    77
    16    38    24
    17    38    73
    18    28    29
    19    28    44
    20    82    55
    21    21    27
    22    23    30
    23    52    82
    24    99    68
    25    22    60
