   200
   150   150
     1    24    93
     2    30    82
     3    32    82
     4    74    39
     5    67    48
     6    30    80
     7    87    32
     8    69    49
     9    74    43
    10    66    50
    11    36    76
    12    82    32
    13    89    25
    14    47    70
    15    55    57
    16    77    35
    17    24    88
    18    73    38
    19    29    82
    20    44    73
    21    55    55
    22    27    83
    23    30    83
    24    82    37
    25    68    42
    26    60    50
    27    74    36
    28    75    35
    29    54    64
    30    30    81
    31    46    65
    32    94    22
    33    31    81
    34    62    51
    35    98    16
    36    76    38
    37    42    73
    38    66    47
    39    87    30
    40    67    51
    41    80    33
    42    62    48
    43    57    54
    44    58    55
    45    81    33
    46    92    23
    47    81    33
    48    66    52
    49    91    19
    50    68    47
    51    94    19
    52    55    60
    53    20    97
    54    88    31
    55    63    48
    56    97    13
    57    46    69
    58    36    81
    59    58    55
    60    49    62
    61    54    60
    62    64    53
    63    97    22
    64    37    75
    65    35    76
    66    29    88
    67    64    46
    68    50    66
    69    86    29
    70    56    62
    71    30    82
    72    28    86
    73    92    26
    74    55    63
    75    94    20
    76    93    24
    77    44    71
    78    45    69
    79    59    59
    80    78    34
    81    40    75
    82    70    49
    83    77    33
    84    81    35
    85    45    65
    86    41    77
    87    86    32
    88    65    48
    89    49    68
    90    55    56
    91    49    66
    92    21    96
    93    69    45
    94    78    41
    95    39    78
    96    48    70
    97    72    41
    98    21    97
    99    72    40
   100    31    86
   101    47    72
   102    60    57
   103    34    78
   104    39    72
   105    93    19
   106    82    36
   107    75    39
   108    91    27
   109    94    20
   110    76    41
   111    53    62
   112    71    40
   113    41    69
   114    60    52
   115    93    25
   116    51    64
   117    32    78
   118    79    37
   119    26    93
   120    48    70
   121    31    84
   122    45    70
   123    29    88
   124    26    88
   125    29    82
   126    54    63
   127    67    47
   128    58    59
   129    45    72
   130    72    42
   131    51    64
   132    80    38
   133    42    73
   134    89    23
   135    79    40
   136    56    60
   137    92    19
   138    43    68
   139    36    83
   140    59    51
   141    52    61
   142    59    52
   143    71    48
   144    26    90
   145    48    66
   146    48    71
   147    44    66
   148    81    37
   149    69    41
   150    27    87
   151    79    34
   152    55    56
   153    55    64
   154    41    77
   155    86    27
   156    47    67
   157    48    65
   158    82    34
   159    84    26
   160    20    99
   161    42    77
   162    86    31
   163    37    79
   164    46    66
   165    52    62
   166    98    15
   167    96    20
   168    63    49
   169    44    67
   170    30    81
   171    38    72
   172    34    76
   173    88    29
   174    59    60
   175    69    50
   176    32    80
   177    44    74
   178    69    50
   179   100    19
   180    73    45
   181    34    85
   182    53    63
   183    67    52
   184    43    67
   185    50    64
   186    26    84
   187    97    14
   188    92    20
   189    30    82
   190    35    78
   191    99    12
   192    78    36
   193    98    18
   194    70    40
   195    91    26
   196    46    73
   197    86    24
   198    69    42
   199    39    74
   200    67    44
