         201
         100         100
           1          50          26
           2          42          50
           3          26          49
           4          49          43
           5          39          49
           6          49          30
           7          44          49
           8          19          48
           9          33          48
          10          48          36
          11          48          29
          12          44          48
          13          48          36
          14          48          48
          15          48          26
          16          48          44
          17          48          44
          18          48          42
          19          48          35
          20          47          43
          21          47          34
          22          44          47
          23          47          40
          24          47          31
          25          47          47
          26          42          47
          27          47          36
          28          31          47
          29          47          38
          30          32          47
          31          46          40
          32          46          21
          33          46          40
          34          46          33
          35          46          26
          36          25          46
          37          46          36
          38          46          36
          39          36          46
          40          46          39
          41          46          31
          42          46          35
          43          45          25
          44          27          45
          45          39          45
          46          37          45
          47          45          38
          48          45          33
          49          45          43
          50          45          39
          51          30          44
          52          44          39
          53          28          44
          54          44          38
          55          44          39
          56          44          34
          57          43          44
          58          33          44
          59          29          44
          60          38          44
          61          35          44
          62          14          43
          63          43          31
          64          36          43
          65          43          28
          66          34          43
          67          43          26
          68          37          43
          69          43          36
          70          40          43
          71          43          32
          72          43          38
          73          43          36
          74          29          42
          75          42          39
          76          26          42
          77          42          42
          78          40          42
          79          42          39
          80          25          42
          81          42          27
          82          25          42
          83          14          42
          84          41          32
          85          41          32
          86          31          41
          87          41          25
          88          41          28
          89          13          41
          90          35          41
          91          33          41
          92          40          28
          93          40          37
          94          40          31
          95          32          40
          96          40          36
          97          40          34
          98          18          40
          99          28          40
         100          40          35
         101          40          37
         102          39          23
         103          33          39
         104          39          22
         105          36          39
         106          36          39
         107          39          34
         108          28          38
         109          26          38
         110          31          38
         111          38          21
         112          38          35
         113          34          38
         114          32          38
         115          38          26
         116          36          38
         117          10          37
         118          37          27
         119          37          37
         120          37          33
         121          37          34
         122          30          37
         123          28          37
         124          36          35
         125          36          27
         126          36          28
         127          34          36
         128          34          36
         129          36           9
         130          34          36
         131          36          28
         132          28          36
         133          36          36
         134          32          35
         135          26          35
         136           7          34
         137          34          24
         138          34          25
         139          31          34
         140          27          34
         141          34          29
         142          27          33
         143          28          33
         144          31          33
         145          33          30
         146          33          33
         147          33          31
         148          33          20
         149          33          30
         150          28          33
         151          32          31
         152          32          21
         153          19          32
         154          29          32
         155          17          31
         156          31          30
         157          29          31
         158          31          16
         159          28          30
         160          26          30
         161          12          30
         162          30          30
         163          30          28
         164           9          30
         165          28          29
         166          29          24
         167          10          29
         168          22          29
         169          25          29
         170          29          18
         171          26          28
         172          28          11
         173          28          28
         174          28          27
         175          28          27
         176          28          27
         177          27          25
         178          27          11
         179          17          27
         180          21          26
         181          16          25
         182          12          25
         183          23          24
         184          23          14
         185          22          17
         186          13          22
         187           7          22
         188          21          22
         189          22          13
         190           5          22
         191          22          21
         192          22          16
         193          17          21
         194          17          21
         195          21          18
         196          20          17
         197          15          19
         198          11          18
         199          12          18
         200           6          16
         201           7          14
