    25
  1000  1000
     1   178    58
     2   160    69
     3    94    72
     4   112   151
     5    98   139
     6   134    70
     7    55   176
     8   194   143
     9   183   151
    10   157   136
    11   149    80
    12    91   167
    13   118   180
    14   112   102
    15   158   116
    16    87   157
    17    85    57
    18    83   149
    19    66    68
    20    66    95
    21   167   116
    22    53    62
    23    56    68
    24   110   166
    25   198   141
