    25
  1000  1000
     1    62   157
     2   178    58
     3   160    69
     4    94    72
     5   112   151
     6    98   139
     7   134    70
     8    55   176
     9   194   143
    10   183   151
    11   157   136
    12   149    80
    13    91   167
    14   118   180
    15   112   102
    16   158   116
    17    87   157
    18    85    57
    19    83   149
    20    66    68
    21    66    95
    22   167   116
    23    53    62
    24    56    68
    25   110   166
