   100
   965   935
     1   315   355
     2   117   321
     3   137   188
     4   143   224
     5   301   195
     6   278   269
     7   139   110
     8   353   388
     9   285   367
    10   303   314
    11   272   297
    12   160   182
    13   334   236
    14   359   225
    15   203   315
    16   232   175
    17   313   169
    18   113   166
    19   298   131
    20   135   132
    21   191   334
    22   232   105
    23   125   111
    24   136   220
    25   333   396
    26   281   109
    27   249   123
    28   301   105
    29   306   123
    30   229   343
    31   137   132
    32   198   156
    33   377   281
    34   141   176
    35   257   205
    36   392   237
    37   312   237
    38   184   273
    39   274   210
    40   350   316
    41   278   357
    42   325   201
    43   256   112
    44   240   160
    45   242   209
    46   330   226
    47   369   279
    48   327   234
    49   271   358
    50   366   117
    51   280   277
    52   379   207
    53   230   271
    54   100   338
    55   355   373
    56   262   144
    57   388   116
    58   199   257
    59   162   333
    60   243   212
    61   210   158
    62   228   240
    63   266   325
    64   388   377
    65   163   165
    66   156   155
    67   134   314
    68   265   107
    69   213   303
    70   348   268
    71   234   367
    72   139   169
    73   129   239
    74   371   344
    75   231   352
    76   377   228
    77   375   339
    78   191   252
    79   193   234
    80   247   351
    81   319   171
    82   177   258
    83   286   381
    84   314   106
    85   328   300
    86   193   128
    87   177   359
    88   346   359
    89   267   193
    90   207   330
    91   232   135
    92   209   275
    93   105   318
    94   286   229
    95   318   375
    96   170   323
    97   207   340
    98   295   192
    99   103   346
   100   295   169
