    25
  1000  1000
     1   641   275
     2   376   287
     3   448   602
     4   391   555
     5   537   279
     6   221   706
     7   775   571
     8   733   606
     9   629   545
    10   595   321
    11   365   668
    12   472   718
    13   449   406
    14   631   465
    15   349   627
    16   339   226
    17   332   597
    18   262   271
    19   263   382
    20   668   464
    21   210   249
    22   223   272
    23   439   666
    24   793   563
    25   217   497
