   100
  1000  1000
     1   117   321
     2   137   188
     3   143   224
     4   301   195
     5   278   269
     6   139   110
     7   353   388
     8   285   367
     9   303   314
    10   272   297
    11   160   182
    12   334   236
    13   359   225
    14   203   315
    15   232   175
    16   313   169
    17   113   166
    18   298   131
    19   135   132
    20   191   334
    21   232   105
    22   125   111
    23   136   220
    24   333   396
    25   281   109
    26   249   123
    27   301   105
    28   306   123
    29   229   343
    30   137   132
    31   198   156
    32   377   281
    33   141   176
    34   257   205
    35   392   237
    36   312   237
    37   184   273
    38   274   210
    39   350   316
    40   278   357
    41   325   201
    42   256   112
    43   240   160
    44   242   209
    45   330   226
    46   369   279
    47   327   234
    48   271   358
    49   366   117
    50   280   277
    51   379   207
    52   230   271
    53   100   338
    54   355   373
    55   262   144
    56   388   116
    57   199   257
    58   162   333
    59   243   212
    60   210   158
    61   228   240
    62   266   325
    63   388   377
    64   163   165
    65   156   155
    66   134   314
    67   265   107
    68   213   303
    69   348   268
    70   234   367
    71   139   169
    72   129   239
    73   371   344
    74   231   352
    75   377   228
    76   375   339
    77   191   252
    78   193   234
    79   247   351
    80   319   171
    81   177   258
    82   286   381
    83   314   106
    84   328   300
    85   193   128
    86   177   359
    87   346   359
    88   267   193
    89   207   330
    90   232   135
    91   209   275
    92   105   318
    93   286   229
    94   318   375
    95   170   323
    96   207   340
    97   295   192
    98   103   346
    99   295   169
   100   140   327
