    25
  1000  1000
     1   110   353
     2   388   285
     3   367   303
     4   314   272
     5   297   160
     6   182   334
     7   236   359
     8   225   203
     9   315   232
    10   175   313
    11   169   113
    12   166   298
    13   131   135
    14   132   191
    15   334   232
    16   105   125
    17   111   136
    18   220   333
    19   396   281
    20   109   249
    21   123   301
    22   105   306
    23   123   229
    24   343   137
    25   132   198
