          99
         100         100
           1          35          50
           2          49          47
           3          49          43
           4          39          49
           5          49          30
           6          33          48
           7          48          36
           8          45          48
           9          48          30
          10          47          34
          11          39          47
          12          44          47
          13          47          40
          14          27          46
          15          21          46
          16          46          40
          17          46          40
          18          43          46
          19          36          46
          20          25          46
          21          28          45
          22          45          28
          23          30          44
          24          44          30
          25          44          22
          26          28          44
          27          19          44
          28          44          38
          29          44          39
          30          38          44
          31          37          44
          32          30          43
          33          43          11
          34          43          32
          35          43          41
          36          35          43
          37          36          43
          38          29          42
          39          42          39
          40          26          42
          41          42          42
          42          41          28
          43          31          40
          44          40          28
          45          40          37
          46          30          40
          47          32          40
          48          36          40
          49          26          40
          50           3          40
          51          39          26
          52          39          34
          53          34          39
          54          36          39
          55          38          20
          56          28          38
          57          37           6
          58          37          12
          59          37          37
          60          37          34
          61          36          25
          62          32          36
          63          36          27
          64          34          36
          65          36          28
          66          36          36
          67          23          36
          68          29          36
          69          35          33
          70          31          34
          71          30          34
          72          34          30
          73          33          26
          74          28          33
          75          33          31
          76          33          26
          77          33          29
          78          33          30
          79          32          25
          80          31          31
          81          30          28
          82          30           6
          83          29          26
          84          29          26
          85          29          26
          86          26          28
          87          26          27
          88          25          27
          89          27          20
          90          27          17
          91          25          26
          92          18          25
          93          18          23
          94          15          21
          95          15          20
          96          20          13
          97          20          15
          98          11          14
          99           5          13
