    25
   968   988
     1   315   355
     2   117   321
     3   137   188
     4   143   224
     5   301   195
     6   278   269
     7   139   110
     8   353   388
     9   285   367
    10   303   314
    11   272   297
    12   160   182
    13   334   236
    14   359   225
    15   203   315
    16   232   175
    17   313   169
    18   113   166
    19   298   131
    20   135   132
    21   191   334
    22   232   105
    23   125   111
    24   136   220
    25   333   396
