   200
  1000  1000
     1   217    84
     2   716   851
     3    57   736
     4   126   294
     5   145   414
     6   671   319
     7   592   563
     8   132    36
     9   843   959
    10   618   889
    11   676   715
    12   575   658
    13   202   275
    14   780   453
    15   864   416
    16   344   718
    17   442   250
    18   712   232
    19    45   221
    20   661   105
    21   118   106
    22   304   780
    23   440    18
    24    83    39
    25   121   399
    26   776   988
    27   605    30
    28   496    76
    29   671    19
    30   686    79
    31   430   811
    32   125   107
    33   326   186
    34   922   605
    35   137   253
    36   524   352
    37   972   457
    38   706   457
    39   280   576
    40   582   367
    41   834   720
    42   594   858
    43   749   336
    44   521    42
    45   467   199
    46   474   363
    47   766   422
    48   898   598
    49   758   448
    50   569   859
    51   887    56
    52   600   591
    53   931   356
    54   435   571
    55     2   793
    56   851   910
    57   541   146
    58   959    54
    59   330   524
    60   206   778
    61   477   372
    62   366   195
    63   428   469
    64   553   749
    65   961   924
    66   210   218
    67   187   185
    68   115   713
    69   549    26
    70   379   678
    71   826   559
    72   447   891
    73   130   230
    74    96   464
    75   902   815
    76   438   840
    77   924   427
    78   917   798
    79   305   509
    80   311   448
    81   490   838
    82   731   236
    83   256   528
    84   621   937
    85   714    21
    86   759   666
    87   311    96
    88   257   864
    89   821   862
    90   558   311
    91   358   766
    92   441   117
    93   364   585
    94    17   726
    95   619   430
    96   728   917
    97   234   745
    98   356   801
    99   651   309
   100     9   822
   101   651   231
   102   133   757
   103   343   957
   104   504   719
   105   172   265
   106   235   151
   107   915   266
   108   769   831
   109   685   403
   110   885   870
   111   925   455
   112   694   713
   113   414   533
   114   640   138
   115   262    82
   116   501   255
   117   913   878
   118   387   509
   119   146    35
   120   744   677
   121    71   993
   122   349   872
   123   134   535
   124   313   537
   125   111   768
   126    82   451
   127   114   140
   128   431   723
   129   587   425
   130   473   799
   131   309   736
   132   652   458
   133   390   518
   134   745   808
   135   275   548
   136   865   295
   137   740   937
   138   456   697
   139   899   131
   140   294   126
   141   195   904
   142   491    25
   143   406   372
   144   493   171
   145   642   975
   146    76   676
   147   349   495
   148   351   986
   149   304    40
   150   763   877
   151   618    55
   152    91   461
   153   736   318
   154   444   182
   155   435   940
   156   267   817
   157   827   367
   158   339   479
   159   357   375
   160   769   610
   161   800    76
   162     5   990
   163   270   912
   164   820   730
   165   211   665
   166   329   273
   167   399   443
   168   974   397
   169   946   691
   170   535   214
   171   298   188
   172   122   169
   173   231    44
   174   179    38
   175   855   703
   176   484   932
   177   618   944
   178   148   297
   179   295   878
   180   616   910
   181   998   949
   182   665   883
   183   172   934
   184   407   659
   185   593   946
   186   287    18
   187   375   428
   188    81    68
   189   959   158
   190   900   255
   191   126   247
   192   190   357
   193   983   140
   194   728   485
   195   979   614
   196   626    84
   197   890   781
   198   327   930
   199   826    86
   200   610   137
