    25
   985   914
     1   137   188
     2   143   224
     3   301   195
     4   278   269
     5   139   110
     6   353   388
     7   285   367
     8   303   314
     9   272   297
    10   160   182
    11   334   236
    12   359   225
    13   203   315
    14   232   175
    15   313   169
    16   113   166
    17   298   131
    18   135   132
    19   191   334
    20   232   105
    21   125   111
    22   136   220
    23   333   396
    24   281   109
    25   249   123
