         201
         100         100
           1          35          50
           2          50          47
           3          49          47
           4          38          49
           5          49          33
           6          39          49
           7          49          43
           8          48          46
           9          48          28
          10          40          48
          11          45          48
          12          48          30
          13          27          48
          14          36          48
          15          48          33
          16          38          48
          17          36          48
          18          31          48
          19          47          48
          20          38          48
          21          44          47
          22          47          44
          23          39          47
          24          39          47
          25          27          47
          26          47          33
          27          35          47
          28          47          38
          29          23          46
          30          28          46
          31          40          46
          32          43          46
          33          36          46
          34          46          39
          35          34          46
          36          45          46
          37          46          31
          38          31          46
          39          33          46
          40          32          46
          41          28          45
          42          45          28
          43          36          45
          44          44          45
          45          36          45
          46          38          45
          47          28          44
          48          44          40
          49          40          44
          50          37          44
          51          38          44
          52          37          44
          53          44          33
          54          44          28
          55          31          44
          56          44          42
          57          44          27
          58          44          36
          59          44          32
          60          43          26
          61          43          32
          62          43          41
          63          35          43
          64          43          26
          65          26          43
          66          43          32
          67          30          43
          68          43          31
          69          41          43
          70          40          43
          71          43          31
          72          36          43
          73          28          43
          74          43          36
          75          42          40
          76          40          42
          77          42          28
          78          37          42
          79          42          36
          80          42          18
          81          26          42
          82          42          15
          83          26          42
          84          42           7
          85          42          13
          86          42          35
          87          26          42
          88          22          41
          89          34          41
          90          25          41
          91          41          22
          92          41          32
          93          41          35
          94          30          40
          95          36          40
          96          26          40
          97          22          40
          98          40          12
          99          25          40
         100          21          40
         101          36          40
         102          29          39
         103          39          26
         104          39          30
         105          39          19
         106          27          39
         107          39          34
         108          34          39
         109          28          39
         110          39          34
         111          38          37
         112          38          36
         113          11          38
         114          20          38
         115          38          29
         116          38          28
         117          38          38
         118          37          31
         119          33          37
         120          29          37
         121          30          37
         122          31          37
         123          33          37
         124          37          23
         125          37          33
         126          32          36
         127          34          36
         128          33          36
         129          36          36
         130          36          25
         131          30          36
         132          34          36
         133          36          28
         134          36          34
         135          29          36
         136          36          17
         137          35          33
         138          35          17
         139          35          21
         140          35          29
         141          31          34
         142          30          34
         143          34          12
         144          34          30
         145          32          34
         146          28          34
         147          34          28
         148          29          34
         149          33          28
         150          28          33
         151          33          26
         152          33          22
         153          14          33
         154          18          33
         155          33          28
         156          22          32
         157          21          32
         158          32          19
         159          32          29
         160          31          21
         161          31          31
         162          31          17
         163          27          31
         164          30          31
         165          30          28
         166          30          28
         167          30          30
         168          30          25
         169          28          29
         170          18          29
         171          29          26
         172          29          27
         173          16          29
         174          27          28
         175          13          28
         176          27          28
         177          23          27
         178          26          27
         179          25          27
         180          27          22
         181          25          26
         182          25           7
         183          25          25
         184          16          25
         185          24          17
         186          24           7
         187          24          12
         188          18          23
         189          16          22
         190          22          14
         191          22          22
         192          21          10
         193          21          20
         194          21           9
         195          21          21
         196          19           6
         197          18           5
         198          17          10
         199          17          16
         200           9          13
         201          11          11
