          24
         100         100
           1          26          49
           2          47          43
           3          44          47
           4          28          46
           5          46           5
           6          26          44
           7          43          31
           8          43          26
           9          42          40
          10          40          42
          11          41          32
          12          40          36
          13          33          39
          14          39          30
          15          20          38
          16          36          35
          17          34          36
          18          32          35
          19          23          33
          20          31          30
          21          28          29
          22          25          21
          23          20          18
          24          13          15
