   100
   934   962
     1   321   137
     2   188   143
     3   224   301
     4   195   278
     5   269   139
     6   110   353
     7   388   285
     8   367   303
     9   314   272
    10   297   160
    11   182   334
    12   236   359
    13   225   203
    14   315   232
    15   175   313
    16   169   113
    17   166   298
    18   131   135
    19   132   191
    20   334   232
    21   105   125
    22   111   136
    23   220   333
    24   396   281
    25   109   249
    26   123   301
    27   105   306
    28   123   229
    29   343   137
    30   132   198
    31   156   377
    32   281   141
    33   176   257
    34   205   392
    35   237   312
    36   237   184
    37   273   274
    38   210   350
    39   316   278
    40   357   325
    41   201   256
    42   112   240
    43   160   242
    44   209   330
    45   226   369
    46   279   327
    47   234   271
    48   358   366
    49   117   280
    50   277   379
    51   207   230
    52   271   100
    53   338   355
    54   373   262
    55   144   388
    56   116   199
    57   257   162
    58   333   243
    59   212   210
    60   158   228
    61   240   266
    62   325   388
    63   377   163
    64   165   156
    65   155   134
    66   314   265
    67   107   213
    68   303   348
    69   268   234
    70   367   139
    71   169   129
    72   239   371
    73   344   231
    74   352   377
    75   228   375
    76   339   191
    77   252   193
    78   234   247
    79   351   319
    80   171   177
    81   258   286
    82   381   314
    83   106   328
    84   300   193
    85   128   177
    86   359   346
    87   359   267
    88   193   207
    89   330   232
    90   135   209
    91   275   105
    92   318   286
    93   229   318
    94   375   170
    95   323   207
    96   340   295
    97   192   103
    98   346   295
    99   169   140
   100   327   203
