    25
  1000  1000
     1   269   139
     2   110   353
     3   388   285
     4   367   303
     5   314   272
     6   297   160
     7   182   334
     8   236   359
     9   225   203
    10   315   232
    11   175   313
    12   169   113
    13   166   298
    14   131   135
    15   132   191
    16   334   232
    17   105   125
    18   111   136
    19   220   333
    20   396   281
    21   109   249
    22   123   301
    23   105   306
    24   123   229
    25   343   137
