    25
   150   150
     1    27    90
     2    88    22
     3    79    32
     4    43    68
     5    53    63
     6    45    70
     7    65    46
     8    23    95
     9    97    19
    10    91    25
    11    77    38
    12    73    39
    13    42    75
    14    56    62
    15    53    60
    16    77    37
    17    40    77
    18    38    72
    19    38    78
    20    28    83
    21    28    85
    22    82    32
    23    21    89
    24    23    88
    25    52    65
