    25
   150   150
     1    88    79
     2    79    71
     3    43    36
     4    53    56
     5    45    47
     6    65    58
     7    23    30
     8    97    99
     9    91    95
    10    77    78
    11    73    67
    12    42    48
    13    56    63
    14    53    50
    15    77    76
    16    40    44
    17    38    29
    18    38    41
    19    28    20
    20    28    24
    21    82    81
    22    21    13
    23    23    15
    24    52    58
    25    99   101
