    25
  1000  1000
     1    84   716
     2   851    57
     3   736   126
     4   294   145
     5   414   671
     6   319   592
     7   563   132
     8    36   843
     9   959   618
    10   889   676
    11   715   575
    12   658   202
    13   275   780
    14   453   864
    15   416   344
    16   718   442
    17   250   712
    18   232    45
    19   221   661
    20   105   118
    21   106   304
    22   780   440
    23    18    83
    24    39   121
    25   399   776
