    25
   988   963
     1   355   117
     2   321   137
     3   188   143
     4   224   301
     5   195   278
     6   269   139
     7   110   353
     8   388   285
     9   367   303
    10   314   272
    11   297   160
    12   182   334
    13   236   359
    14   225   203
    15   315   232
    16   175   313
    17   169   113
    18   166   298
    19   131   135
    20   132   191
    21   334   232
    22   105   125
    23   111   136
    24   220   333
    25   396   281
