    25
   150   150
     1    37    29
     2    77    84
     3    24    29
     4    30    26
     5    32    30
     6    74    70
     7    67    68
     8    30    21
     9    87    96
    10    69    77
    11    74    78
    12    66    69
    13    36    31
    14    82    81
    15    89    87
    16    47    51
    17    55    50
    18    77    72
    19    24    18
    20    73    65
    21    29    21
    22    44    50
    23    55    45
    24    27    18
    25    30    28
