    25
   150   150
     1    77    84
     2    24    29
     3    30    26
     4    32    30
     5    74    70
     6    67    68
     7    30    21
     8    87    96
     9    69    77
    10    74    78
    11    66    69
    12    36    31
    13    82    81
    14    89    87
    15    47    51
    16    55    50
    17    77    72
    18    24    18
    19    73    65
    20    29    21
    21    44    50
    22    55    45
    23    27    18
    24    30    28
    25    82    92
