    25
   150   150
     1    79    32
     2    43    68
     3    53    63
     4    45    70
     5    65    46
     6    23    95
     7    97    19
     8    91    25
     9    77    38
    10    73    39
    11    42    75
    12    56    62
    13    53    60
    14    77    37
    15    40    77
    16    38    72
    17    38    78
    18    28    83
    19    28    85
    20    82    32
    21    21    89
    22    23    88
    23    52    65
    24    99    17
    25    22    92
