   200
   150   150
     1    88    22
     2    79    32
     3    43    68
     4    53    63
     5    45    70
     6    65    46
     7    23    95
     8    97    19
     9    91    25
    10    77    38
    11    73    39
    12    42    75
    13    56    62
    14    53    60
    15    77    37
    16    40    77
    17    38    72
    18    38    78
    19    28    83
    20    28    85
    21    82    32
    22    21    89
    23    23    88
    24    52    65
    25    99    17
    26    22    92
    27    26    90
    28    21    95
    29    26    88
    30    85    26
    31    28    85
    32    35    84
    33    68    43
    34    40    75
    35    48    71
    36    57    60
    37    57    55
    38    66    49
    39    49    69
    40    78    37
    41    89    28
    42    47    68
    43    23    91
    44    36    78
    45    49    68
    46    54    64
    47    68    49
    48    56    59
    49    89    29
    50    24    91
    51    67    52
    52    48    66
    53    66    44
    54    83    35
    55    93    22
    56    32    87
    57    24    89
    58    62    50
    59    82    32
    60    50    63
    61    36    78
    62    57    58
    63    80    39
    64    94    18
    65    37    74
    66    35    76
    67    77    38
    68    22    91
    69    74    44
    70    65    49
    71    91    20
    72    38    72
    73    57    62
    74    85    29
    75    87    32
    76    54    65
    77    84    29
    78    61    52
    79    56    58
    80    87    30
    81    39    73
    82    62    54
    83    95    22
    84    22    95
    85    73    40
    86    28    84
    87    89    29
    88    89    26
    89    45    68
    90    81    33
    91    29    84
    92    67    43
    93    78    38
    94    54    63
    95    93    19
    96    80    33
    97    84    32
    98    45    65
    99    86    30
   100    38    73
   101    81    32
   102    97    18
   103    77    34
   104    41    71
   105    32    87
   106    41    76
   107    86    30
   108    52    66
   109    90    29
   110    56    60
   111    77    37
   112    63    53
   113    31    81
   114    27    88
   115    40    79
   116    90    23
   117    61    50
   118    23    94
   119    74    36
   120    99    14
   121    90    21
   122    63    50
   123    63    48
   124    81    29
   125    56    55
   126    31    83
   127    78    37
   128    54    60
   129    84    29
   130    79    37
   131    57    56
   132    61    56
   133    85    27
   134    64    54
   135    44    73
   136    95    19
   137    76    42
   138    30    82
   139    30    81
   140    92    22
   141    22    92
   142    50    64
   143    34    82
   144    98    12
   145    74    39
   146    60    53
   147    99    14
   148    23    94
   149    90    26
   150    24    86
   151    57    60
   152    45    69
   153    34    80
   154    95    17
   155    85    33
   156    49    64
   157    58    55
   158    50    67
   159    69    48
   160    26    84
   161    99    13
   162    93    25
   163    78    34
   164    73    40
   165    42    71
   166    55    64
   167    52    67
   168    75    40
   169    37    75
   170    35    76
   171    33    79
   172    23    88
   173    23    95
   174    76    38
   175    95    21
   176    96    15
   177    44    68
   178    90    26
   179    93    26
   180    96    20
   181    91    20
   182    95    19
   183    73    42
   184    96    16
   185    21    92
   186    54    56
   187    25    94
   188    33    85
   189    40    71
   190    40    71
   191    49    70
   192    31    86
   193    59    60
   194    69    47
   195    27    91
   196    82    31
   197    94    24
   198    27    89
   199    31    81
   200    44    71
