    25
  1000  1000
     1   275   376
     2   287   448
     3   602   391
     4   555   537
     5   279   221
     6   706   775
     7   571   733
     8   606   629
     9   545   595
    10   321   365
    11   668   472
    12   718   449
    13   406   631
    14   465   349
    15   627   339
    16   226   332
    17   597   262
    18   271   263
    19   382   668
    20   464   210
    21   249   223
    22   272   439
    23   666   793
    24   563   217
    25   497   245
