          24
         100         100
           1          49          47
           2          47          34
           3          27          46
           4          21          46
           5          46          40
           6          30          44
           7          30          43
           8          43          11
           9          43          32
          10          43          41
          11          35          43
          12          29          42
          13          42          39
          14          31          40
          15          40          28
          16          39          26
          17          38          20
          18          36          25
          19          32          36
          20          35          33
          21          26          28
          22          18          23
          23          15          20
          24           5          13
