    50
  1000  1000
     1    34    47
     2    36    56
     3    75    49
     4    69    67
     5    35    28
     6    88    97
     7    71    92
     8    76    79
     9    68    74
    10    40    46
    11    83    59
    12    90    56
    13    51    79
    14    58    44
    15    78    42
    16    28    41
    17    75    33
    18    34    33
    19    48    84
    20    58    26
    21    31    28
    22    34    55
    23    83    99
    24    70    27
    25    62    31
    26    75    26
    27    76    31
    28    57    86
    29    34    33
    30    49    39
    31    94    70
    32    35    44
    33    64    51
    34    98    59
    35    78    59
    36    46    68
    37    69    52
    38    88    79
    39    70    89
    40    81    50
    41    64    28
    42    60    40
    43    61    52
    44    82    57
    45    92    70
    46    82    59
    47    68    89
    48    92    29
    49    70    69
    50    95    52
