   200
  1000  1000
     1    47    36
     2    56    75
     3    49    69
     4    67    35
     5    28    88
     6    97    71
     7    92    76
     8    79    68
     9    74    40
    10    46    83
    11    59    90
    12    56    51
    13    79    58
    14    44    78
    15    42    28
    16    41    75
    17    33    34
    18    33    48
    19    84    58
    20    26    31
    21    28    34
    22    55    83
    23    99    70
    24    27    62
    25    31    75
    26    26    76
    27    31    57
    28    86    34
    29    33    49
    30    39    94
    31    70    35
    32    44    64
    33    51    98
    34    59    78
    35    59    46
    36    68    69
    37    52    88
    38    79    70
    39    89    81
    40    50    64
    41    28    60
    42    40    61
    43    52    82
    44    57    92
    45    70    82
    46    59    68
    47    89    92
    48    29    70
    49    69    95
    50    52    58
    51    68    25
    52    84    89
    53    93    66
    54    36    97
    55    29    50
    56    64    40
    57    83    61
    58    53    52
    59    40    57
    60    60    66
    61    81    97
    62    94    41
    63    41    39
    64    39    34
    65    78    66
    66    27    53
    67    76    87
    68    67    58
    69    92    35
    70    42    32
    71    60    93
    72    86    58
    73    88    94
    74    57    94
    75    85    48
    76    63    48
    77    59    62
    78    88    80
    79    43    44
    80    65    72
    81    95    79
    82    27    82
    83    75    48
    84    32    44
    85    90    87
    86    90    67
    87    48    52
    88    82    58
    89    34    52
    90    69    26
    91    79    71
    92    57    80
    93    94    42
    94    81    52
    95    85    74
    96    48    26
    97    87    74
    98    42    35
    99    82    51
   100    97    63
   101    79    38
   102    45    43
   103    36    94
   104    45    83
   105    87    76
   106    55    91
   107    90    94
   108    59    77
   109    78    56
   110    65    73
   111    35    45
   112    31    63
   113    44    93
   114    91    54
   115    63    36
   116    28    81
   117    76    30
   118   100    51
   119    90    35
   120    65    48
   121    65    33
   122    83    31
   123    59    33
   124    35    57
   125    79    69
   126    57    60
   127    85    48
   128    80    74
   129    59    54
   130    64    81
   131    86    46
   132    66    90
   133    47    81
   134    95    59
   135    77    92
   136    35    47
   137    34    40
   138    93    62
   139    27    55
   140    53    62
   141    38    73
   142    98    31
   143    76    51
   144    62    51
   145    99    48
   146    28    82
   147    91    71
   148    29    32
   149    60    80
   150    49    58
   151    39    58
   152    96    45
   153    86    87
   154    52    50
   155    61    52
   156    53    83
   157    71    85
   158    31    25
   159    99    45
   160    93    86
   161    80    41
   162    75    50
   163    45    55
   164    58    98
   165    55    96
   166    77    65
   167    41    47
   168    39    34
   169    38    42
   170    28    38
   171    28    89
   172    78    61
   173    95    71
   174    96    36
   175    47    47
   176    91    71
   177    93   100
   178    96    75
   179    91    38
   180    95    56
   181    74    69
   182    96    46
   183    26    53
   184    57    31
   185    30    97
   186    37    92
   187    44    34
   188    43    39
   189    52    99
   190    35    80
   191    61    98
   192    71    72
   193    31    92
   194    84    50
   195    95    87
   196    31    71
   197    35    42
   198    48    69
   199    36    92
   200    66    77
