   100
   150   150
     1    53    56
     2    45    47
     3    65    58
     4    23    30
     5    97    99
     6    91    95
     7    77    78
     8    73    67
     9    42    48
    10    56    63
    11    53    50
    12    77    76
    13    40    44
    14    38    29
    15    38    41
    16    28    20
    17    28    24
    18    82    81
    19    21    13
    20    23    15
    21    52    58
    22    99   101
    23    22    22
    24    26    29
    25    21    25
    26    26    25
    27    85    77
    28    28    25
    29    35    43
    30    68    61
    31    40    40
    32    48    57
    33    57    61
    34    57    53
    35    66    68
    36    49    56
    37    78    80
    38    89    94
    39    47    47
    40    23    22
    41    36    35
    42    49    54
    43    54    62
    44    68    73
    45    56    57
    46    89    97
    47    24    26
    48    67    76
    49    48    47
    50    66    56
    51    83    90
    52    93    94
    53    32    41
    54    24    21
    55    62    56
    56    82    82
    57    50    47
    58    36    35
    59    57    58
    60    80    89
    61    94    88
    62    37    31
    63    35    27
    64    77    78
    65    22    20
    66    74    81
    67    65    64
    68    91    84
    69    38    30
    70    57    65
    71    85    84
    72    87    95
    73    54    62
    74    84    80
    75    61    57
    76    56    56
    77    87    92
    78    39    34
    79    62    64
    80    95    99
    81    22    27
    82    73    69
    83    28    23
    84    89    95
    85    89    90
    86    45    42
    87    81    80
    88    29    26
    89    67    57
    90    78    80
    91    54    59
    92    93    88
    93    80    77
    94    84    87
    95    45    35
    96    86    89
    97    38    31
    98    81    78
    99    97    97
   100    77    70
