    50
  1000  1000
     1   414   671
     2   319   592
     3   563   132
     4    36   843
     5   959   618
     6   889   676
     7   715   575
     8   658   202
     9   275   780
    10   453   864
    11   416   344
    12   718   442
    13   250   712
    14   232    45
    15   221   661
    16   105   118
    17   106   304
    18   780   440
    19    18    83
    20    39   121
    21   399   776
    22   988   605
    23    30   496
    24    76   671
    25    19   686
    26    79   430
    27   811   125
    28   107   326
    29   186   922
    30   605   137
    31   253   524
    32   352   972
    33   457   706
    34   457   280
    35   576   582
    36   367   834
    37   720   594
    38   858   749
    39   336   521
    40    42   467
    41   199   474
    42   363   766
    43   422   898
    44   598   758
    45   448   569
    46   859   887
    47    56   600
    48   591   931
    49   356   435
    50   571     2
