          99
         100         100
           1          35          50
           2          49          47
           3          38          49
           4          49          33
           5          39          49
           6          48          46
           7          48          28
           8          40          48
           9          45          48
          10          48          30
          11          44          47
          12          47          44
          13          39          47
          14          27          46
          15          28          46
          16          40          46
          17          43          46
          18          36          46
          19          46          39
          20          28          45
          21          45          28
          22          28          44
          23          44          40
          24          40          44
          25          37          44
          26          38          44
          27          37          44
          28          43          26
          29          43          32
          30          43          41
          31          35          43
          32          43          26
          33          26          43
          34          43          32
          35          42          40
          36          40          42
          37          42          28
          38          37          42
          39          42          36
          40          22          41
          41          30          40
          42          36          40
          43          26          40
          44          22          40
          45          29          39
          46          39          26
          47          39          30
          48          39          19
          49          27          39
          50          39          34
          51          34          39
          52          38          37
          53          37          31
          54          33          37
          55          29          37
          56          30          37
          57          32          36
          58          34          36
          59          33          36
          60          36          36
          61          36          25
          62          30          36
          63          34          36
          64          35          33
          65          31          34
          66          30          34
          67          34          12
          68          34          30
          69          32          34
          70          33          28
          71          28          33
          72          33          26
          73          33          22
          74          22          32
          75          21          32
          76          32          19
          77          31          21
          78          31          31
          79          31          17
          80          30          28
          81          30          28
          82          30          30
          83          28          29
          84          18          29
          85          29          26
          86          27          28
          87          23          27
          88          26          27
          89          25          27
          90          25          26
          91          25           7
          92          24          17
          93          24           7
          94          21          10
          95          21          20
          96          17          10
          97          17          16
          98           9          13
          99          11          11
